id,w,v
4141,73,46
4142,53,42
4143,4,66
4144,35,19
4145,79,94
4146,26,50
4147,25,16
4148,34,34
4149,86,2
4150,60,11
4151,11,91
4152,55,44
4153,63,86
4154,47,22
4155,20,0
4156,15,91
4157,26,93
4158,54,76
4159,56,50
4160,36,71
4161,5,82
4162,65,62
4163,45,62
4164,78,72
4165,96,23
4166,91,87
4167,13,10
4168,86,50
4169,23,13
4170,98,11
4171,20,65
4172,6,81
4173,19,14
4174,2,60
4175,64,30
4176,94,69
4177,9,42
4178,70,44
4179,67,9
4180,30,91
4181,53,95
4182,95,5
4183,13,65
4184,74,22
4185,17,25
4186,59,57
4187,51,8
4188,80,11
4189,71,2
4190,71,90
4191,29,90
4192,9,66
4193,99,71
4194,9,38
4195,92,10
4196,65,82
4197,6,41
4198,67,72
4199,97,68
4200,66,21
4201,28,5
4202,74,61
4203,80,61
4204,13,66
4205,63,49
4206,40,56
4207,26,70
4208,77,61
4209,2,33
4210,67,79
4211,24,5
4212,27,18
4213,63,90
4214,79,28
4215,97,82
4216,12,82
4217,97,2
4218,35,25
4219,20,40
4220,50,72
4221,27,18
4222,45,80
4223,40,94
4224,63,62
4225,6,63
4226,10,99
4227,78,18
4228,91,14
4229,52,74
4230,91,41
4231,14,29
4232,23,89
4233,91,68
4234,83,76
4235,55,45
4236,97,35
4237,90,11
4238,34,41
4239,26,73
4240,29,57
4241,57,67
4242,19,23
4243,75,65
4244,67,66
4245,27,61
4246,43,4
4247,96,43
4248,11,67
4249,67,95
4250,72,38
4251,8,99
4252,63,39
4253,1,62
4254,39,16
4255,49,40
4256,69,47
4257,88,83
4258,58,38
4259,78,73
4260,26,47
4261,71,55
4262,23,76
4263,22,85
4264,20,54
4265,37,75
4266,75,28
4267,80,12
4268,21,10
4269,35,44
4270,40,7
4271,81,79
4272,77,7
4273,58,92
4274,76,93
4275,88,31
4276,76,39
4277,14,63
4278,3,6
4279,89,99
4280,94,69
4281,72,35
4282,49,93
4283,42,78
4284,41,58
4285,89,1
4286,66,80
4287,33,94
4288,79,25
4289,17,74
4290,67,62
4291,49,11
4292,21,73
4293,53,31
4294,4,8
4295,92,81
4296,73,69
4297,33,77
4298,28,37
4299,74,78
4300,29,99
4301,18,77
4302,27,31
4303,57,9
4304,65,70
4305,5,45
4306,9,19
4307,12,69
4308,97,22
4309,3,37
4310,60,88
4311,72,82
4312,33,96
4313,7,67
4314,66,33
4315,66,15
4316,56,63
4317,35,19
4318,52,79
4319,82,67
4320,61,85
4321,19,24
4322,61,95
4323,65,17
4324,9,72
4325,4,66
4326,24,50
4327,45,8
4328,14,65
4329,3,46
4330,30,8
4331,44,43
4332,53,24
4333,8,17
4334,50,72
4335,8,33
4336,22,26
4337,15,72
4338,34,51
4339,77,54
4340,23,18
4341,58,37
4342,97,57
4343,62,81
4344,88,40
4345,20,53
4346,3,54
4347,76,36
4348,94,2
4349,32,21
4350,11,58
4351,11,91
4352,3,29
4353,36,45
4354,18,78
4355,52,30
4356,40,36
4357,51,76
4358,93,1
4359,19,10
4360,92,94
4361,83,2
4362,19,24
4363,39,55
4364,74,59
4365,23,92
4366,45,42
4367,1,9
4368,58,7
4369,55,75
4370,20,24
4371,1,15
4372,60,79
4373,95,5
4374,46,34
4375,54,59
4376,64,78
4377,72,7
4378,57,1
4379,17,48
4380,29,73
4381,90,58
4382,38,23
4383,41,79
4384,74,16
4385,27,94
4386,64,2
4387,81,34
4388,16,78
4389,95,58
4390,35,72
4391,40,43
4392,6,57
4393,94,17
4394,17,93
4395,65,15
4396,87,95
4397,33,14
4398,32,97
4399,89,8
4400,35,58
4401,41,38
4402,54,19
4403,52,30
4404,38,41
4405,78,97
4406,91,24
4407,28,68
4408,84,1
4409,78,56
4410,11,36
4411,83,8
4412,48,58
4413,39,30
4414,14,56
4415,17,94
4416,93,47
4417,1,78
4418,10,75
4419,13,33
4420,88,25
4421,29,58
4422,24,30
4423,43,88
4424,36,68
4425,75,12
4426,99,99
4427,9,2
4428,72,36
4429,89,8
4430,83,17
4431,3,51
4432,64,42
4433,74,59
4434,68,34
4435,40,93
4436,97,25
4437,24,15
4438,97,52
4439,16,44
4440,24,85
4441,98,12
4442,93,5
4443,20,90
4444,55,88
4445,87,57
4446,97,27
4447,32,16
4448,97,11
4449,48,57
4450,48,89
4451,18,47
4452,56,53
4453,26,10
4454,86,20
4455,85,0
4456,82,97
4457,46,90
4458,53,47
4459,39,84
4460,25,75
4461,28,53
4462,19,27
4463,62,77
4464,6,71
4465,4,56
4466,50,55
4467,3,83
4468,95,98
4469,28,21
4470,83,89
4471,62,3
4472,73,55
4473,12,8
4474,19,3
4475,24,84
4476,75,79
4477,96,75
4478,69,88
4479,29,9
4480,4,81
4481,78,71
4482,90,17
4483,58,45
4484,37,91
4485,9,62
4486,28,76
4487,36,91
4488,93,27
4489,11,71
4490,84,56
4491,43,42
4492,95,51
4493,0,41
4494,43,38
4495,37,42
4496,71,78
4497,65,28
4498,32,13
4499,88,29
4500,42,12
4501,6,50
4502,45,24
4503,67,14
4504,70,54
4505,84,87
4506,54,75
4507,5,97
4508,42,95
4509,76,69
4510,57,37
4511,1,54
4512,52,76
4513,82,81
4514,61,17
4515,4,14
4516,66,49
4517,51,8
4518,74,41
4519,22,85
4520,99,59
4521,59,96
4522,82,98
4523,58,75
4524,9,88
4525,11,48
4526,76,42
4527,9,82
4528,89,37
4529,40,59
4530,3,25
4531,59,5
4532,65,71
4533,91,94
4534,3,95
4535,42,28
4536,6,6
4537,59,77
4538,77,84
4539,25,54
4540,14,85
4541,54,74
4542,42,64
4543,90,46
4544,92,69
4545,36,26
4546,72,63
4547,80,90
4548,27,89
4549,6,34
4550,0,15
4551,78,59
4552,19,75
4553,61,47
4554,21,25
4555,3,67
4556,47,90
4557,77,39
4558,52,16
4559,80,21
4560,4,50
4561,30,82
4562,62,21
4563,68,77
4564,72,28
4565,30,25
4566,54,92
4567,19,77
4568,24,87
4569,0,26
4570,20,6
4571,63,62
4572,95,48
4573,74,42
4574,50,0
4575,22,33
4576,28,78
4577,65,98
4578,83,15
4579,63,94
4580,20,23
4581,84,35
4582,31,78
4583,29,72
4584,14,77
4585,69,34
4586,89,74
4587,82,14
4588,41,50
4589,68,53
4590,97,18
4591,69,96
4592,74,60
4593,50,47
4594,62,87
4595,80,88
4596,55,18
4597,87,0
4598,49,54
4599,11,82
4600,77,89
4601,19,95
4602,63,5
4603,79,44
4604,71,32
4605,65,42
4606,63,98
4607,76,11
4608,13,45
4609,44,6
4610,38,79
4611,8,60
4612,62,41
4613,40,59
4614,6,95
4615,77,68
4616,70,16
4617,23,40
4618,24,99
4619,47,33
4620,36,6
4621,2,18
4622,10,94
4623,76,98
4624,81,64
4625,68,20
4626,69,54
4627,10,66
4628,23,61
4629,10,58
4630,20,37
4631,49,42
4632,75,89
4633,13,31
4634,39,25
4635,54,75
4636,84,1
4637,70,92
4638,8,24
4639,8,28
4640,82,89
4641,65,8
4642,62,45
4643,23,10
4644,55,57
4645,47,39
4646,85,45
4647,48,3
4648,81,25
4649,44,38
4650,52,38
4651,71,22
4652,63,84
4653,50,46
4654,47,36
4655,85,63
4656,83,9
4657,68,53
4658,5,7
4659,58,56
4660,3,57
4661,31,87
4662,51,46
4663,45,41
4664,73,10
4665,29,62
4666,27,95
4667,47,12
4668,53,4
4669,81,62
4670,98,0
4671,63,13
4672,55,82
4673,36,78
4674,34,56
4675,0,48
4676,50,98
4677,95,22
4678,77,60
4679,77,58
4680,33,86
4681,35,47
4682,8,11
4683,37,99
4684,34,88
4685,28,30
4686,13,86
4687,1,79
4688,95,23
4689,50,76
4690,69,8
4691,73,85
4692,3,95
4693,99,63
4694,75,4
4695,31,47
4696,79,97
4697,27,68
4698,91,94
4699,38,61
4700,50,40
4701,10,4
4702,28,25
4703,0,13
4704,68,13
4705,50,43
4706,46,36
4707,12,56
4708,12,8
4709,90,4
4710,4,21
4711,57,88
4712,58,69
4713,52,6
4714,84,52
4715,17,28
4716,13,76
4717,40,13
4718,58,74
4719,71,87
4720,74,86
4721,31,75
4722,81,43
4723,22,65
4724,84,10
4725,77,39
4726,74,15
4727,19,44
4728,50,40
4729,87,78
4730,47,18
4731,87,81
4732,64,57
4733,86,52
4734,41,84
4735,63,93
4736,41,85
4737,14,44
4738,75,26
4739,50,40
4740,26,16
4741,23,1
4742,8,22
4743,22,37
4744,2,57
4745,31,2
4746,52,19
4747,63,23
4748,13,22
4749,39,55
4750,24,39
4751,31,42
4752,66,62
4753,10,49
4754,42,44
4755,85,24
4756,84,54
4757,49,90
4758,82,3
4759,42,1
4760,92,81
4761,74,70
4762,92,44
4763,6,44
4764,33,19
4765,83,92
4766,4,79
4767,76,31
4768,43,86
4769,20,3
4770,47,17
4771,54,19
4772,61,96
4773,99,78
4774,49,81
4775,30,97
4776,31,83
4777,61,40
4778,69,11
4779,48,86
4780,97,81
4781,60,68
4782,95,9
4783,34,80
4784,66,32
4785,71,14
4786,71,93
4787,62,75
4788,65,95
4789,44,72
4790,15,41
4791,79,69
4792,63,79
4793,98,7
4794,73,34
4795,60,42
4796,43,43
4797,32,59
4798,26,28
4799,16,25
4800,93,88
4801,12,98
4802,40,17
4803,16,97
4804,0,78
4805,8,49
4806,33,93
4807,20,13
4808,28,97
4809,13,6
4810,38,53
4811,23,96
4812,45,93
4813,87,45
4814,9,29
4815,10,58
4816,18,55
4817,14,39
4818,36,24
4819,69,77
4820,70,22
4821,44,90
4822,39,15
4823,94,80
4824,3,10
4825,57,2
4826,54,2
4827,56,16
4828,70,60
4829,6,5
4830,37,98
4831,77,54
4832,95,12
4833,47,88
4834,81,82
4835,77,26
4836,12,73
4837,24,44
4838,86,75
4839,81,8
4840,26,1
4841,7,71
4842,51,11
4843,24,21
4844,53,51
4845,24,28
4846,20,89
4847,49,46
4848,50,47
4849,92,71
4850,21,51
4851,39,10
4852,24,34
4853,15,34
4854,4,67
4855,68,87
4856,2,67
4857,63,84
4858,83,8
4859,58,89
4860,32,18
4861,2,67
4862,15,10
4863,2,50
4864,2,29
4865,31,46
4866,47,88
4867,60,11
4868,11,42
4869,70,47
4870,47,53
4871,15,94
4872,3,46
4873,48,55
4874,81,75
4875,71,10
4876,70,58
4877,24,80
4878,31,67
4879,82,2
4880,39,36
4881,68,10
4882,31,77
4883,87,66
4884,70,87
4885,37,78
4886,77,85
4887,96,57
4888,34,56
4889,10,98
4890,25,30
4891,79,1
4892,67,82
4893,97,95
4894,23,62
4895,16,26
4896,81,27
4897,94,30
4898,28,60
4899,41,35
4900,99,96
4901,19,20
4902,76,77
4903,16,27
4904,61,97
4905,90,30
4906,15,80
4907,37,94
4908,23,74
4909,54,10
4910,30,91
4911,30,29
4912,48,3
4913,94,8
4914,80,47
4915,13,94
4916,32,13
4917,8,9
4918,7,7
4919,94,42
4920,22,39
4921,48,7
4922,27,98
4923,78,76
4924,66,66
4925,18,91
4926,6,8
4927,28,77
4928,88,78
4929,76,82
4930,38,5
4931,8,70
4932,95,27
4933,25,13
4934,81,79
4935,51,20
4936,15,4
4937,71,85
4938,93,15
4939,5,21
4940,92,35
4941,34,12
4942,22,35
4943,23,84
4944,85,11
4945,71,29
4946,6,31
4947,34,85
4948,86,69
4949,78,36
4950,60,91
4951,90,74
4952,74,24
4953,4,24
4954,53,23
4955,67,23
4956,65,36
4957,41,43
4958,94,83
4959,99,51
4960,23,3
4961,67,61
4962,37,47
4963,38,37
4964,31,15
4965,66,21
4966,87,37
4967,13,64
4968,62,37
4969,46,55
4970,3,46
4971,47,59
4972,9,2
4973,32,28
4974,58,61
4975,83,70
4976,14,4
4977,13,26
4978,61,76
4979,12,51
4980,92,53
4981,78,13
4982,86,40
4983,0,5
4984,78,1
4985,90,43
4986,51,1
4987,42,97
4988,53,75
4989,95,49
4990,98,4
4991,72,12
4992,7,40
4993,45,76
4994,31,95
4995,53,2
4996,60,52
4997,61,60
4998,1,17
4999,4,67
5000,52,11
5001,52,60
5002,21,31
5003,84,89
5004,19,45
5005,69,89
5006,78,76
5007,10,43
5008,80,15
5009,90,98
5010,79,82
5011,33,88
5012,59,56
5013,20,82
5014,52,10
5015,21,4
5016,11,80
5017,3,46
5018,86,44
5019,48,6
5020,0,80
5021,23,31
5022,46,5
5023,8,41
5024,42,43
5025,33,17
5026,18,72
5027,96,87
5028,13,51
5029,50,63
5030,47,98
5031,82,57
5032,83,95
5033,75,41
5034,0,73
5035,82,9
5036,53,90
5037,80,68
5038,66,76
5039,54,7
5040,74,86
5041,18,93
5042,78,65
5043,60,73
5044,46,75
5045,5,62
5046,6,10
5047,32,54
5048,28,88
5049,89,92
5050,37,13
5051,11,74
5052,64,33
5053,53,24
5054,18,72
5055,45,65
5056,82,84
5057,76,58
5058,73,54
5059,56,64
5060,10,39
5061,26,9
5062,2,44
5063,18,43
5064,38,3
5065,57,48
5066,47,56
5067,31,69
5068,23,77
5069,81,26
5070,62,70
5071,17,86
5072,76,51
5073,95,80
5074,61,58
5075,46,68
5076,61,0
5077,47,30
5078,17,91
5079,97,55
5080,37,65
5081,78,30
5082,36,87
5083,13,10
5084,81,32
5085,61,44
5086,43,40
5087,13,0
5088,63,17
5089,60,94
5090,56,29
5091,6,15
5092,51,60
5093,92,62
5094,88,71
5095,1,16
5096,81,5
5097,81,55
5098,18,53
5099,34,69
5100,25,92
5101,45,76
5102,19,84
5103,18,85
5104,14,54
5105,75,74
5106,80,44
5107,54,52
5108,64,65
5109,44,41
5110,32,29
5111,65,28
5112,27,4
5113,50,86
5114,63,62
5115,14,1
5116,73,93
5117,76,95
5118,0,62
5119,55,42
5120,3,80
5121,67,30
5122,43,42
5123,7,78
5124,53,7
5125,40,38
5126,15,8
5127,1,20
5128,61,84
5129,88,82
5130,86,51
5131,44,87
5132,8,13
5133,22,9
5134,8,28
5135,57,91
5136,33,25
5137,89,43
5138,68,23
5139,0,50
5140,64,56
5141,43,98
5142,19,44
5143,31,72
5144,72,47
5145,31,74
5146,19,83
5147,92,91
5148,78,14
5149,40,30
5150,17,68
5151,95,3
5152,40,28
5153,84,60
5154,63,47
5155,98,40
5156,83,26
5157,42,2
5158,7,2
5159,76,47
5160,45,41
5161,64,31
5162,6,18
5163,31,61
5164,67,95
5165,82,38
5166,81,62
5167,18,76
5168,92,10
5169,53,35
5170,80,75
5171,16,76
5172,88,77
5173,45,28
5174,26,9
5175,75,3
5176,62,20
5177,3,57
5178,47,44
5179,9,69
5180,19,9
5181,84,16
5182,6,48
5183,46,84
5184,25,34
5185,87,90
5186,23,22
5187,4,37
5188,93,43
5189,55,32
5190,6,85
5191,97,42
5192,45,90
5193,15,92
5194,18,42
5195,81,2
5196,14,78
5197,8,53
5198,11,96
5199,38,28
5200,3,40
5201,3,18
5202,80,69
5203,86,24
5204,76,78
5205,29,36
5206,22,47
5207,29,57
5208,73,99
5209,61,47
5210,47,91
5211,76,73
5212,32,77
5213,13,73
5214,64,1
5215,31,28
5216,94,48
5217,37,47
5218,19,23
5219,63,89
5220,15,38
5221,18,63
5222,2,37
5223,21,28
5224,61,69
5225,60,68
5226,10,28
5227,97,78
5228,81,19
5229,73,68
5230,17,56
5231,0,88
5232,63,59
5233,88,41
5234,24,20
5235,75,72
5236,21,97
5237,95,44
5238,54,30
5239,5,18
5240,59,6
5241,85,73
5242,99,20
5243,89,65
5244,6,34
5245,92,2
5246,2,12
5247,94,0
5248,36,80
5249,41,72
5250,27,24
5251,69,33
5252,1,69
5253,55,8
5254,70,23
5255,18,49
5256,10,25
5257,72,47
5258,22,95
5259,68,38
5260,81,25
5261,27,74
5262,3,85
5263,4,43
5264,78,31
5265,75,39
5266,45,60
5267,66,16
5268,33,85
5269,55,91
5270,90,46
5271,36,55
5272,94,87
5273,72,14
5274,36,9
5275,93,16
5276,79,76
5277,30,22
5278,16,15
5279,95,46
5280,18,81
5281,23,55
5282,40,83
5283,61,88
5284,20,50
5285,38,64
5286,2,22
5287,10,29
5288,23,95
5289,69,65
5290,11,79
5291,28,45
5292,9,84
5293,72,16
5294,89,43
5295,71,97
5296,14,37
5297,80,29
5298,94,73
5299,91,66
5300,70,79
5301,41,1
5302,78,35
5303,33,83
5304,37,33
5305,32,66
5306,37,52
5307,15,51
5308,41,88
5309,54,1
5310,50,64
5311,43,64
5312,60,23
5313,27,6
5314,1,75
5315,32,22
5316,87,4
5317,92,80
5318,6,66
5319,4,81
5320,80,93
5321,25,11
5322,48,68
5323,31,51
5324,13,4
5325,96,20
5326,80,7
5327,99,7
5328,46,72
5329,72,73
5330,75,92
5331,67,16
5332,76,65
5333,38,14
5334,87,86
5335,96,6
5336,60,84
5337,32,73
5338,66,96
5339,67,76
5340,96,65
5341,9,91
5342,69,26
5343,64,33
5344,30,95
5345,10,17
5346,6,56
5347,20,92
5348,71,79
5349,88,87
5350,39,68
5351,21,96
5352,49,89
5353,27,56
5354,89,67
5355,48,52
5356,89,10
5357,97,32
5358,62,3
5359,74,43
5360,3,48
5361,65,93
5362,4,32
5363,24,45
5364,41,45
5365,73,19
5366,64,38
5367,2,73
5368,20,69
5369,13,68
5370,71,69
5371,45,17
5372,30,91
5373,21,96
5374,16,18
5375,68,17
5376,85,0
5377,15,94
5378,96,71
5379,51,97
5380,54,36
5381,50,65
5382,44,58
5383,67,14
5384,11,98
5385,12,52
5386,75,26
5387,32,32
5388,18,40
5389,97,43
5390,73,9
5391,31,95
5392,95,30
5393,61,52
5394,85,25
5395,80,50
5396,43,38
5397,30,55
5398,77,48
5399,17,51
5400,91,94
5401,40,26
5402,17,83
5403,93,45
5404,17,30
5405,68,33
5406,55,42
5407,83,97
5408,55,94
5409,66,31
5410,97,7
5411,64,93
5412,6,49
5413,18,47
5414,77,86
5415,96,31
5416,97,89
5417,2,72
5418,61,52
5419,86,24
5420,27,84
5421,99,98
5422,1,49
5423,55,34
5424,84,96
5425,44,2
5426,35,55
5427,67,37
5428,73,13
5429,74,78
5430,42,18
5431,55,60
5432,63,53
5433,26,79
5434,18,67
5435,8,21
5436,12,99
5437,77,37
5438,30,84
5439,15,68
5440,66,81
5441,71,2
5442,87,40
5443,19,48
5444,42,16
5445,49,80
5446,15,47
5447,83,56
5448,91,76
5449,67,2
5450,19,30
5451,29,75
5452,32,50
5453,19,23
5454,80,1
5455,44,49
5456,50,76
5457,80,8
5458,57,23
5459,99,72
5460,7,24
5461,52,28
5462,92,6
5463,12,32
5464,11,54
5465,34,71
5466,5,32
5467,65,15
5468,51,93
5469,60,28
5470,38,11
5471,26,78
5472,50,50
5473,59,66
5474,61,62
5475,89,82
5476,30,13
5477,82,96
5478,80,22
5479,81,48
5480,89,29
5481,62,80
5482,37,97
5483,68,86
5484,29,60
5485,61,64
5486,68,91
5487,20,79
5488,83,17
5489,19,88
5490,68,8
5491,78,98
5492,37,5
5493,96,62
5494,9,51
5495,34,51
5496,24,55
5497,76,99
5498,91,74
5499,29,53
5500,59,64
5501,42,75
5502,22,76
5503,59,23
5504,93,4
5505,0,28
5506,60,45
5507,65,32
5508,55,34
5509,73,7
5510,50,10
5511,28,47
5512,76,31
5513,24,62
5514,91,74
5515,84,3
5516,31,56
5517,78,12
5518,0,30
5519,83,44
5520,97,48
5521,28,8
5522,70,46
5523,19,12
5524,40,43
5525,86,51
5526,27,9
5527,55,22
5528,41,34
5529,81,41
5530,42,38
5531,42,75
5532,70,40
5533,2,29
5534,14,45
5535,7,52
5536,1,99
5537,88,18
5538,79,82
5539,19,85
5540,84,57
5541,62,14
5542,81,22
5543,14,49
5544,15,83
5545,75,14
5546,34,64
5547,19,28
5548,33,93
5549,5,80
5550,96,42
5551,83,16
5552,19,16
5553,91,52
5554,49,17
5555,86,20
5556,7,7
5557,54,87
5558,30,85
5559,18,92
5560,22,46
5561,96,59
5562,4,18
5563,2,39
5564,43,6
5565,0,58
5566,90,4
5567,76,92
5568,57,71
5569,67,7
5570,93,80
5571,79,41
5572,33,9
5573,6,64
5574,79,25
5575,46,63
5576,22,67
5577,85,94
5578,73,56
5579,56,40
5580,51,11
5581,26,58
5582,61,40
5583,22,51
5584,93,17
5585,8,18
5586,40,90
5587,63,56
5588,82,83
5589,17,7
5590,48,2
5591,55,29
5592,71,35
5593,49,69
5594,44,28
5595,84,51
5596,79,25
5597,80,14
5598,15,88
5599,64,91
5600,65,45
5601,27,55
5602,65,31
5603,50,25
5604,38,34
5605,12,53
5606,6,32
5607,77,80
5608,61,85
5609,77,5
5610,32,16
5611,99,7
5612,45,35
5613,45,60
5614,81,14
5615,19,22
5616,47,95
5617,96,92
5618,27,80
5619,51,27
5620,21,73
5621,70,69
5622,67,64
5623,15,86
5624,80,62
5625,20,29
5626,39,96
5627,52,1
5628,35,45
5629,2,1
5630,0,82
5631,10,13
5632,78,87
5633,42,70
5634,36,76
5635,23,67
5636,16,60
5637,68,97
5638,1,73
5639,13,44
5640,17,20
5641,20,35
5642,48,2
5643,36,78
5644,32,36
5645,15,77
5646,95,10
5647,6,16
5648,94,50
5649,54,5
5650,47,19
5651,29,97
5652,37,64
5653,97,11
5654,86,95
5655,92,30
5656,90,66
5657,73,53
5658,23,32
5659,51,0
5660,84,67
5661,11,36
5662,5,52
5663,10,38
5664,31,23
5665,39,77
5666,0,38
5667,6,25
5668,34,32
5669,14,92
5670,88,95
5671,76,79
5672,21,41
5673,68,20
5674,43,81
5675,36,83
5676,39,6
5677,71,90
5678,88,20
5679,35,5
5680,93,59
5681,34,41
5682,83,56
5683,97,11
5684,53,56
5685,95,24
5686,54,0
5687,68,77
5688,24,7
5689,85,72
5690,74,34
5691,7,1
5692,45,37
5693,66,22
5694,79,52
5695,5,63
5696,12,89
5697,27,51
5698,0,93
5699,55,35
5700,76,77
5701,75,23
5702,43,30
5703,73,30
5704,53,62
5705,27,49
5706,59,42
5707,86,40
5708,14,17
5709,97,53
5710,65,86
5711,43,77
5712,88,21
5713,69,33
5714,3,25
5715,40,28
5716,13,6
5717,78,13
5718,37,1
5719,7,63
5720,54,25
5721,55,63
5722,27,13
5723,34,46
5724,90,53
5725,48,43
5726,48,49
5727,54,67
5728,21,39
5729,96,16
5730,96,97
5731,15,47
5732,42,71
5733,90,85
5734,59,58
5735,25,56
5736,45,53
5737,85,25
5738,52,87
5739,90,81
5740,86,94
5741,30,16
5742,79,2
5743,13,5
5744,75,12
5745,41,32
5746,95,8
5747,20,28
5748,74,45
5749,12,69
5750,85,4
5751,55,4
5752,73,16
5753,59,88
5754,27,97
5755,28,94
5756,76,66
5757,79,36
5758,26,96
5759,69,83
5760,15,47
5761,56,48
5762,32,59
5763,5,99
5764,85,11
5765,47,95
5766,7,76
5767,2,97
5768,82,30
5769,44,36
5770,92,70
5771,32,52
5772,1,75
5773,88,2
5774,69,79
5775,45,76
5776,99,64
5777,52,70
5778,92,72
5779,55,39
5780,46,29
5781,13,63
5782,65,33
5783,10,37
5784,51,53
5785,62,93
5786,71,98
5787,63,49
5788,38,73
5789,41,51
5790,8,59
5791,74,53
5792,92,64
5793,30,72
5794,69,69
5795,69,46
5796,35,40
5797,54,47
5798,15,99
5799,62,49
5800,26,59
5801,94,87
5802,69,30
5803,53,23
5804,25,86
5805,9,24
5806,87,41
5807,91,30
5808,87,90
5809,17,31
5810,12,66
5811,13,38
5812,23,58
5813,75,86
5814,93,58
5815,51,45
5816,82,95
5817,43,9
5818,8,45
5819,5,3
5820,0,88
5821,25,26
5822,39,24
5823,46,79
5824,42,31
5825,30,63
5826,50,37
5827,63,88
5828,14,18
5829,36,91
5830,88,23
5831,76,21
5832,96,58
5833,37,96
5834,90,83
5835,36,5
5836,1,31
5837,76,40
5838,6,0
5839,88,56
5840,83,85
5841,73,15
5842,25,88
5843,72,20
5844,13,21
5845,84,43
5846,2,1
5847,10,60
5848,6,18
5849,98,80
5850,1,49
5851,97,65
5852,66,77
5853,75,45
5854,81,26
5855,11,4
5856,33,66
5857,45,77
5858,67,87
5859,96,45
5860,54,89
5861,96,58
5862,20,97
5863,1,36
5864,53,61
5865,32,69
5866,11,38
5867,85,34
5868,62,68
5869,26,28
5870,77,17
5871,83,88
5872,47,29
5873,67,71
5874,83,56
5875,34,97
5876,6,17
5877,35,24
5878,75,37
5879,68,3
5880,9,15
5881,39,3
5882,67,74
5883,67,90
5884,56,55
5885,20,10
5886,48,50
5887,79,60
5888,83,43
5889,18,58
5890,64,57
5891,91,90
5892,5,81
5893,58,64
5894,17,83
5895,39,6
5896,14,19
5897,44,62
5898,37,10
5899,88,91
5900,18,3
5901,77,15
5902,4,31
5903,80,20
5904,60,87
5905,67,34
5906,52,69
5907,46,29
5908,48,34
5909,44,36
5910,12,87
5911,19,41
5912,37,93
5913,94,57
5914,0,97
5915,28,18
5916,11,55
5917,71,39
5918,67,62
5919,10,60
5920,98,49
5921,41,31
5922,2,41
5923,88,6
5924,1,7
5925,62,38
5926,39,63
5927,16,23
5928,12,65
5929,31,41
5930,22,7
5931,14,7
5932,35,95
5933,31,45
5934,43,38
5935,64,55
5936,81,1
5937,89,52
5938,86,44
5939,76,97
5940,30,8
5941,7,67
5942,61,21
5943,13,90
5944,77,44
5945,80,70
5946,50,12
5947,75,9
5948,18,56
5949,52,35
5950,51,84
5951,46,35
5952,61,56
5953,54,71
5954,24,46
5955,79,97
5956,61,26
5957,33,95
5958,92,0
5959,35,96
5960,62,17
5961,63,32
5962,76,45
5963,50,98
5964,92,80
5965,43,11
5966,62,15
5967,33,14
5968,54,5
5969,1,26
5970,52,43
5971,72,92
5972,60,24
5973,77,25
5974,91,65
5975,14,18
5976,69,12
5977,56,54
5978,80,33
5979,84,68
5980,49,57
5981,43,82
5982,62,47
5983,13,97
5984,76,85
5985,86,34
5986,90,96
5987,73,84
5988,86,14
5989,41,67
5990,2,11
5991,53,52
5992,29,5
5993,95,2
5994,87,65
5995,32,64
5996,18,19
5997,46,24
5998,50,21
5999,9,4
6000,76,11
6001,20,7
6002,70,20
6003,35,62
6004,98,85
6005,81,31
6006,17,90
6007,32,77
6008,6,53
6009,71,6
6010,39,56
6011,19,86
6012,25,9
6013,36,85
6014,78,72
6015,22,42
6016,64,7
6017,76,96
6018,77,32
6019,24,1
6020,90,68
6021,45,34
6022,76,22
6023,40,99
6024,95,20
6025,64,39
6026,93,18
6027,80,54
6028,27,83
6029,59,12
6030,78,32
6031,92,77
6032,21,13
6033,45,59
6034,41,6
6035,12,99
6036,53,43
6037,35,60
6038,71,84
6039,1,68
6040,58,12
6041,83,73
6042,89,23
6043,56,71
6044,17,41
6045,12,26
6046,30,25
6047,97,87
6048,60,10
6049,48,18
6050,43,13
6051,42,70
6052,11,98
6053,50,29
6054,6,83
6055,86,29
6056,58,55
6057,92,15
6058,84,40
6059,31,98
6060,49,28
6061,85,15
6062,99,40
6063,64,41
6064,87,25
6065,60,34
6066,16,50
6067,35,16
6068,52,34
6069,72,32
6070,37,88
6071,68,42
6072,19,80
6073,10,47
6074,80,32
6075,60,79
6076,81,35
6077,94,75
6078,95,92
6079,51,27
6080,48,98
6081,14,71
6082,2,79
6083,51,27
6084,64,30
6085,46,30
6086,0,26
6087,62,87
6088,1,32
6089,82,51
6090,99,55
6091,40,46
6092,31,62
6093,11,98
6094,15,57
6095,95,16
6096,17,78
6097,65,96
6098,31,87
6099,89,8
6100,67,11
6101,39,55
6102,48,89
6103,61,99
6104,60,33
6105,11,44
6106,75,94
6107,74,51
6108,21,58
6109,63,52
6110,35,8
6111,7,74
6112,0,60
6113,31,15
6114,77,54
6115,57,90
6116,49,12
6117,39,39
6118,83,61
6119,93,64
6120,89,49
6121,90,50
6122,94,96
6123,7,66
6124,2,10
6125,2,36
6126,16,76
6127,36,43
6128,72,84
6129,45,66
6130,70,28
6131,5,19
6132,95,77
6133,0,18
6134,55,59
6135,29,24
6136,6,28
6137,66,25
6138,55,37
6139,27,46
